calories,proteins,fat,carbohydrate,name,calories_norm,proteins_norm,fat_norm,carbo_norm
258.0,10.6,9.5,32.5,Beef burger,0.274468085106383,0.12771084337349398,0.095,0.05023183925811437
151.0,8.6,3.1,22.3,Beef teriyaki masakan,0.16063829787234044,0.10361445783132531,0.031000000000000003,0.03446676970633694
132.0,9.8,1.1,20.7,Beef yakiniku masakan,0.14042553191489363,0.11807228915662651,0.011000000000000001,0.031993817619783614
116.0,11.9,4.9,6.1,Bekasam,0.12340425531914893,0.14337349397590363,0.049,0.009428129829984543
78.0,11.4,2.0,3.6,Bekasang,0.08297872340425531,0.13734939759036147,0.02,0.0055641421947449764
131.0,20.2,4.3,2.8,Belibis daging segar,0.13936170212765958,0.24337349397590363,0.043,0.004327666151468315
36.0,0.4,0.4,8.8,Belimbing,0.03829787234042553,0.004819277108433735,0.004,0.013601236476043277
145.0,1.2,0.4,34.2,Belitung talas kukus,0.15425531914893617,0.014457831325301205,0.004,0.052859350850077286
417.0,25.9,19.4,32.0,Belut goreng,0.44361702127659575,0.3120481927710843,0.19399999999999998,0.04945904173106646
70.0,14.6,0.8,1.0,Belut segar,0.07446808510638298,0.17590361445783134,0.008,0.0015455950540958269
93.0,12.8,1.5,6.1,Belutlaut segar,0.09893617021276596,0.15421686746987953,0.015,0.009428129829984543
55.0,1.4,0.2,12.8,Bengkuang,0.05851063829787234,0.016867469879518072,0.002,0.019783616692426585
98.0,1.6,0.7,20.9,Bentul (Komba)  talas segar,0.10425531914893617,0.01927710843373494,0.006999999999999999,0.03230293663060278
71.0,2.3,0.3,15.4,Bentul talas kukus,0.07553191489361702,0.027710843373493974,0.003,0.023802163833075735
350.0,2.7,1.1,82.3,Beras Cerdas,0.3723404255319149,0.032530120481927716,0.011000000000000001,0.12720247295208656
364.0,3.4,0.7,86.3,Beras ganyong,0.3872340425531915,0.04096385542168675,0.006999999999999999,0.13338485316846985
360.0,6.8,0.7,78.9,Beras Giling,0.3829787234042553,0.0819277108433735,0.006999999999999999,0.12194744976816074
178.0,2.1,0.1,40.6,Beras Giling masak (nasi) ,0.18936170212765957,0.025301204819277112,0.001,0.06275115919629057
357.0,8.4,1.7,77.1,Beras giling mentah,0.3797872340425532,0.10120481927710845,0.017,0.11916537867078825
369.0,9.5,1.4,77.1,Beras giling var pelita mentah,0.3925531914893617,0.11445783132530121,0.013999999999999999,0.11916537867078825
357.0,8.4,1.7,77.1,Beras giling var rojolele mentah,0.3797872340425532,0.10120481927710845,0.017,0.11916537867078825
351.0,8.0,1.3,76.9,Beras hitam mentah,0.37340425531914895,0.0963855421686747,0.013000000000000001,0.1188562596599691
358.0,5.5,0.1,82.7,Beras jagung kuning kering mentah,0.38085106382978723,0.06626506024096386,0.001,0.12782071097372488
307.0,4.8,0.1,71.8,Beras jagung putih kering mentah,0.32659574468085106,0.05783132530120482,0.001,0.11097372488408036
356.0,7.0,0.7,78.0,Beras Ketan Hitam,0.37872340425531914,0.08433734939759037,0.006999999999999999,0.1205564142194745
181.0,4.0,1.2,37.3,Beras Ketan Hitam kukus,0.1925531914893617,0.04819277108433735,0.012,0.05765069551777434
166.0,3.8,1.0,34.4,Beras Ketan Hitam tape,0.17659574468085107,0.04578313253012048,0.01,0.05316846986089644
360.0,8.0,2.3,74.5,Beras Ketan Hitam tumbuk,0.3829787234042553,0.0963855421686747,0.023,0.1151468315301391
360.0,8.0,2.3,74.5,Beras ketan hitam tumbuk mentah,0.3829787234042553,0.0963855421686747,0.023,0.1151468315301391
362.0,6.7,0.7,79.4,Beras Ketan Putih,0.3851063829787234,0.08072289156626507,0.006999999999999999,0.12272024729520867
163.0,3.0,0.4,35.7,Beras Ketan Putih kukus,0.17340425531914894,0.03614457831325302,0.004,0.055177743431221025
172.0,3.0,0.5,37.5,Beras Ketan Putih tape,0.18297872340425533,0.03614457831325302,0.005,0.05795981452859351
361.0,7.4,0.8,78.4,Beras Ketan Putih tumbuk,0.3840425531914894,0.0891566265060241,0.008,0.12117465224111283
361.0,7.4,0.8,78.4,Beras ketan putih tumbuk mentah,0.3840425531914894,0.0891566265060241,0.008,0.12117465224111283
376.0,7.5,3.8,78.0,Beras ladang mentah,0.4,0.09036144578313253,0.038,0.1205564142194745
339.0,7.7,4.4,73.0,Beras Menir,0.3606382978723404,0.0927710843373494,0.044000000000000004,0.11282843894899536
362.0,7.7,4.4,73.0,Beras menir mentah,0.3851063829787234,0.0927710843373494,0.044000000000000004,0.11282843894899536
359.0,7.5,0.9,77.6,Beras Merah tumbuk,0.3819148936170213,0.09036144578313253,0.009000000000000001,0.11993817619783616
364.0,6.8,0.6,80.1,Beras Parboiled,0.3872340425531915,0.0819277108433735,0.006,0.12380216383307573
353.0,6.8,0.6,80.0,Beras parboiled,0.37553191489361704,0.0819277108433735,0.006,0.12364760432766615
335.0,7.4,1.9,76.2,Beras Pecah Kulit,0.35638297872340424,0.0891566265060241,0.019,0.11777434312210201
363.0,7.6,1.1,78.3,Beras Setengah Giling,0.3861702127659575,0.09156626506024096,0.011000000000000001,0.12102009273570324
344.0,1.1,0.2,28.3,Beras Siger,0.36595744680851067,0.013253012048192772,0.002,0.0437403400309119
